"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags"
982896340173635584,1051516522647023616,"2018-10-14T16:54:09Z","Jabarjuara_Krw","@TokopediaCare Sudah di dm kk","Twitter for Android",14,1051449457047478272,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
982896340173635584,1048905765136740353,"2018-10-07T11:59:56Z","Jabarjuara_Krw","@TokopediaCare di tokopedia masih banyak penjual yg menjual liquid vape tidak bermaterai. 

Sudah ada kah tembusannya","Twitter for Android",117,NA,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
982896340173635584,1051436357426372608,"2018-10-14T11:35:37Z","Jabarjuara_Krw","@TokopediaCare Belum ada DM masuk","Twitter for Android",18,1051435408003874817,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
982896340173635584,1051423682420068352,"2018-10-14T10:45:15Z","Jabarjuara_Krw","@TokopediaCare tumben pending https://t.co/uRx48kMBUW","Twitter for Android",29,NA,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
49009928,1051516046451007488,"2018-10-14T16:52:16Z","jhonsonThan","@TokopediaCare halo mau tanya.. kok saya ga bisa checkout dengan tokocash saya ya? pesan eror """"""""password yang anda masukkan tidak valid"""""""". saya sudah coba login dan logout ulang, tapi tetep begitu pesanny. Tokopedia lagi eror??","Twitter Web Client",225,NA,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
49009928,1051505586641166336,"2018-10-14T16:10:42Z","jhonsonThan","@TokopediaCare halo mau tanya.. kok saya ga bisa checkout dengan tokocash saya ya? pesan eror """"""""password yang anda masukkan tidak valid"""""""". saya sudah coba login dan logout ulang, tapi tetep begitu pesanny. Tokopedia lagi eror?","Twitter Web Client",224,NA,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
4346726053,1051515958286737409,"2018-10-14T16:51:55Z","norisu89","@TokopediaCare telur putih eror. Gk bisa dapat kupon 7.5%seperti teman saya. Sistem telurnya eror. tolong dicek jgn sampai 2x24 jam. Karena promo cuma 1 hari (24jam). Dicek saja semua user alami hal sama bagi yang belum pecahin telur biru jadi telur putih """"""""Terjadi kesalahan Teknis"""""""" https://t.co/AAxeVJf0SU","Twitter for Android",267,1045598994162802688,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
4346726053,1049236460342112256,"2018-10-08T09:54:00Z","norisu89","@TokopediaCare Kenapa beli barang disini jadi ribet banget ya? Jadi berhari-hari nunggunya. Pembayaran saja sudah kendala. Sudah seminggu indomaret ganguan kenapa tidak diperbaiki? Bayar 1 kode pembayaran mesti coba ulang 6-7x baru keluar nama dan lebih sering eror ditulis KIS. Segera diperbaik","Twitter for Android",280,1049235742835318784,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
4346726053,1049216656143048704,"2018-10-08T08:35:18Z","norisu89","@TokopediaCare tolong donk. Saya butuh barangnya hari ini paling lambat besok. Kemarin sodara saya juga sama. Sudah seminggu eror gini. Ini bukti dan invoice. Tolong donk, itu duit sudah dibayar jangan kecewakan pembeli. Kita beli karena butuh. Market sebelah malah lgsg terverifikasi https://t.co/YJglDY5MgU","Twitter for Android",269,1049215709211967488,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
4346726053,1049207187212447744,"2018-10-08T07:57:41Z","norisu89","@TokopediaCare @TokopediCare halo kak, Ini kenapa pembayaran melalui indomaret selalu gangguan? Keluar tulisan KIS eror melulu sudah seminggu. Dan saya tadi sudah bayar 2 jam sampai sekarang tidak terverifikasi pembayaran. Tolong donk. Duit sudah bayar, tapi tidak checkout. pembyaran Indmaret diperbaiki donk","Twitter for Android",280,1045334752704618496,2431564153,"TokopediaCare",FALSE,FALSE,0,0,""
